family,book,n,diff,lo,hi,how,z,verdict,dep,n_eff,sec
unclustered,138,5000,0.0008970400000006,-0.037386204333331,0.0373485293333355,phase3_block,0.0470508429026602,NULL,1,2283,0.5
unclustered,139,5000,0.0058547199999999,-0.02841862,0.0400756283333334,phase3_iid,0.335065810905337,NULL,1,2269,0.5
unclustered,140,5000,0.0251776800000005,-0.0086893573333337,0.0607536473333335,phase3_block,1.4212330425618178,NULL,1,2273,0.5
unclustered,141,5000,0.0089768000000004,-0.0243444305072036,0.0445822060937346,day_block,0.5105197555791166,NULL,1,2287,0.5
unclustered,142,5000,0.0027404933333336,-0.0368812629999996,0.0410236750000004,phase3_block,0.1378928836468351,NULL,1,2280,0.6
unclustered,143,5000,0.004985226666667,-0.0326744753333313,0.0423463513333355,phase3_block,0.2604840610973666,NULL,1,2309,0.6
unclustered,144,5000,0.0091195999999998,-0.0238524633333349,0.045616618999998,phase3_block,0.514591156066653,NULL,1,2267,0.5
unclustered,145,5000,-0.0169885599999995,-0.0522471060000019,0.020297012666665,phase3_block,-0.917978372990795,NULL,1,2266,0.6
unclustered,146,5000,-0.0049729999999999,-0.0402401370000019,0.0295717039999994,phase3_block,-0.2792334604669642,NULL,1,2279,0.6
unclustered,147,5000,-0.0082891333333332,-0.0428484540000079,0.0256354046666611,phase3_block,-0.4744593321941522,NULL,1,2318,0.6
unclustered,148,5000,-0.0170813999999996,-0.0506805322346825,0.0168519314116437,day_block,-0.9914914179625212,NULL,1,2284,0.6
unclustered,149,5000,-0.0038965599999997,-0.0391243119999996,0.0317385886666663,phase3_block,-0.2155462802676943,NULL,1,2299,0.6
unclustered,150,5000,0.0018591600000005,-0.0310408596666663,0.0364399730000007,phase3_iid,0.1079976795259982,NULL,1,2295,0.6
unclustered,151,5000,0.01675796,-0.0182301773333331,0.0537614553333335,phase3_iid,0.9124671047680744,NULL,1,2282,0.6
unclustered,152,5000,-0.0050506,-0.0442745193333331,0.0300011403333323,phase3_block,-0.266547459095611,NULL,1,2310,0.6
unclustered,153,5000,-0.0121113333333337,-0.0451015773333342,0.0225715043333326,phase3_block,-0.7015426737105868,NULL,1,2281,0.6
unclustered,154,5000,0.0081905999999998,-0.0250047976925977,0.0411471104673371,day_block,0.4853459736819011,NULL,1,2295,0.6
unclustered,155,5000,0.0033264400000001,-0.0302304149999998,0.0378308319999999,phase3_block,0.1915834027595849,NULL,1,2291,0.6
unclustered,156,5000,-0.0077055199999995,-0.0412600819999994,0.0267846146666671,phase3_iid,-0.4439006282962056,NULL,1,2312,0.6
unclustered,157,5000,0.0026974133333334,-0.0317601596666649,0.0368664876666679,phase3_block,0.154075223892967,NULL,1,2269,0.6
