time,open,high,low,close
2025-01-01 00:00:00+00:00,28.9545,28.997,28.9425,28.9925
2025-01-02 00:00:00+00:00,28.998,29.5975,28.967,29.5455
2025-01-03 00:00:00+00:00,29.546,29.8995,29.4955,29.615
2025-01-05 00:00:00+00:00,29.6565,29.6835,29.633,29.639
2025-01-06 00:00:00+00:00,29.643,30.3455,29.411,29.938
2025-01-07 00:00:00+00:00,29.939,30.388,29.881,30.093
2025-01-08 00:00:00+00:00,30.09,30.3515,29.81,30.134
2025-01-09 00:00:00+00:00,30.139,30.4835,30.006,30.091
2025-01-10 00:00:00+00:00,30.094,30.6645,29.962,30.4075
2025-01-12 00:00:00+00:00,30.4275,30.4705,30.3865,30.459
2025-01-13 00:00:00+00:00,30.4585,30.51025,29.5045,29.6762
2025-01-14 00:00:00+00:00,29.6805,29.976,29.516,29.84425
2025-01-15 00:00:00+00:00,29.8426,30.7555,29.7395,30.6725
2025-01-16 00:00:00+00:00,30.672,30.9765,30.52315,30.757
2025-01-17 00:00:00+00:00,30.7581,30.8425,30.13235,30.355
2025-01-19 00:00:00+00:00,30.301,30.3433,30.2417,30.32275
2025-01-20 00:00:00+00:00,30.32325,30.65065,29.991,30.574
2025-01-21 00:00:00+00:00,30.5745,30.858,30.1994,30.746
2025-01-22 00:00:00+00:00,30.7435,30.9549,30.563,30.7775
2025-01-23 00:00:00+00:00,30.7795,30.8641,30.0915,30.4645
2025-01-24 00:00:00+00:00,30.4635,31.026,30.4405,30.598
2025-01-26 00:00:00+00:00,30.50805,30.62085,30.50725,30.53115
2025-01-27 00:00:00+00:00,30.53105,30.6105,29.7015,30.1825
2025-01-28 00:00:00+00:00,30.181,30.4905,29.88185,30.40995
2025-01-29 00:00:00+00:00,30.4077,30.9865,30.2868,30.87515
2025-01-30 00:00:00+00:00,30.87315,31.7385,30.80505,31.6505
2025-01-31 00:00:00+00:00,31.658,31.70895,31.1345,31.324
2025-02-02 00:00:00+00:00,31.362,31.4675,30.7405,31.07085
2025-02-03 00:00:00+00:00,31.054,31.6785,30.68635,31.504
2025-02-04 00:00:00+00:00,31.5035,32.3825,31.359,32.084
2025-02-05 00:00:00+00:00,32.0735,32.5485,31.9395,32.319
2025-02-06 00:00:00+00:00,32.3191,32.42525,31.748,32.2215
2025-02-07 00:00:00+00:00,32.224,32.6515,31.7855,31.8085
2025-02-09 00:00:00+00:00,31.7165,31.83335,31.7165,31.79
2025-02-10 00:00:00+00:00,31.795,32.334,31.792,32.07095
2025-02-11 00:00:00+00:00,32.0724,32.2486,31.25,31.841
2025-02-12 00:00:00+00:00,31.845,32.3652,31.51415,32.2814
2025-02-13 00:00:00+00:00,32.281,32.4245,31.99685,32.361
2025-02-14 00:00:00+00:00,32.365,33.3945,32.072,32.1475
2025-02-16 00:00:00+00:00,32.214,32.214,31.964,32.038
2025-02-17 00:00:00+00:00,32.041,32.4962,31.9155,32.38465
2025-02-18 00:00:00+00:00,32.39,32.91715,32.0795,32.9055
2025-02-19 00:00:00+00:00,32.907,33.077,32.446,32.7055
2025-02-20 00:00:00+00:00,32.7095,33.209,32.62315,32.9545
2025-02-21 00:00:00+00:00,32.9505,33.0785,32.453,32.4625
2025-02-23 00:00:00+00:00,32.662,32.706,32.5715,32.5845
2025-02-24 00:00:00+00:00,32.5835,32.7628,32.095,32.274
2025-02-25 00:00:00+00:00,32.275,32.4849,31.291,31.77815
2025-02-26 00:00:00+00:00,31.7795,31.9585,31.4927,31.8975
2025-02-27 00:00:00+00:00,31.896,31.9452,31.1787,31.2245
2025-02-28 00:00:00+00:00,31.22575,31.4008,30.81485,31.1505
2025-03-02 00:00:00+00:00,31.2175,31.319,31.141,31.26415
2025-03-03 00:00:00+00:00,31.25725,31.84155,31.1225,31.6605
2025-03-04 00:00:00+00:00,31.656,32.016,31.467,31.924
2025-03-05 00:00:00+00:00,31.91915,32.713,31.7798,32.6235
2025-03-06 00:00:00+00:00,32.61755,32.766,32.2656,32.632
2025-03-07 00:00:00+00:00,32.631,32.67435,32.107,32.527
2025-03-09 00:00:00+00:00,32.51865,32.642,32.4668,32.5786
2025-03-10 00:00:00+00:00,32.57845,32.6695,31.935,32.0135
2025-03-11 00:00:00+00:00,32.0125,32.99215,31.8092,32.8593
2025-03-12 00:00:00+00:00,32.8595,33.325,32.705,33.2775
2025-03-13 00:00:00+00:00,33.2815,33.96115,32.9385,33.862
2025-03-14 00:00:00+00:00,33.858,34.0812,33.53,33.8045
2025-03-16 00:00:00+00:00,33.8415,33.861,33.774,33.79055
2025-03-17 00:00:00+00:00,33.791,33.89725,33.434,33.7525
2025-03-18 00:00:00+00:00,33.7535,34.2405,33.7485,33.9655
2025-03-19 00:00:00+00:00,33.9605,34.096,33.4665,33.91065
2025-03-20 00:00:00+00:00,33.9106,33.9515,33.104,33.5375
2025-03-21 00:00:00+00:00,33.53915,33.55085,32.6595,33.03
2025-03-23 00:00:00+00:00,33.042,33.099,33.0029,33.065
2025-03-24 00:00:00+00:00,33.0625,33.3055,32.8945,32.942
2025-03-25 00:00:00+00:00,32.943,33.8025,32.932,33.6755
2025-03-26 00:00:00+00:00,33.6735,33.9285,33.51,33.65
2025-03-27 00:00:00+00:00,33.649,34.47905,33.6045,34.4245
2025-03-28 00:00:00+00:00,34.4225,34.588,33.927,34.1305
2025-03-30 00:00:00+00:00,34.1315,34.24715,34.113,34.217
2025-03-31 00:00:00+00:00,34.2185,34.47,33.507,34.0505
