t,pc,op,px,up,through,i0,dow,prange,obs,away
2019-02-18 23:01:00+00:00,1326.488,1326.385,1326.359,False,False,1087417,0,6.972000000000207,True,True
2019-02-19 23:01:00+00:00,1340.984,1340.544,1340.323,False,False,1088685,1,18.892000000000053,False,True
2019-02-20 23:01:00+00:00,1338.486,1338.75,1339.064,True,False,1089988,2,9.668999999999869,False,True
2019-02-21 23:01:00+00:00,1323.328,1323.932,1323.823,True,False,1091305,3,20.34900000000016,False,True
2019-02-24 23:01:00+00:00,1328.046,1329.146,1328.94,True,False,1092604,6,11.427999999999884,True,False
2019-02-26 23:01:00+00:00,1328.988,1328.725,1328.95,False,False,1095158,1,6.670000000000073,True,True
2019-02-27 23:01:00+00:00,1320.052,1319.892,1319.932,False,False,1096391,2,12.972999999999956,True,False
2019-02-28 23:01:00+00:00,1312.97,1313.75,1313.995,True,False,1097654,3,14.61200000000008,False,False
2019-03-03 23:01:00+00:00,1293.288,1293.558,1294.905,True,False,1098945,6,24.932000000000016,False,False
2019-03-04 23:01:00+00:00,1286.651,1286.987,1286.752,True,False,1100243,0,14.163999999999987,True,True
2019-03-05 23:01:00+00:00,1287.934,1287.658,1287.45,False,False,1101524,1,8.40800000000013,True,False
2019-03-07 01:57:00+00:00,1286.069,1288.034,1288.034,True,False,1102810,2,7.300999999999931,False,False
2019-03-07 23:01:00+00:00,1285.522,1286.118,1286.236,True,False,1103962,3,8.151999999999816,False,False
2019-03-10 22:01:00+00:00,1299.118,1298.016,1297.878,False,False,1105259,6,15.527000000000044,False,True
2019-03-11 22:01:00+00:00,1293.532,1293.854,1293.637,True,False,1106522,0,8.631000000000085,True,True
2019-03-12 22:01:00+00:00,1301.349,1301.63,1301.62,True,False,1107781,1,10.117999999999938,True,True
2019-03-13 22:01:00+00:00,1309.265,1309.101,1309.025,False,False,1108997,2,10.604000000000042,True,False
2019-03-14 22:01:00+00:00,1296.408,1296.19,1296.314,False,False,1110243,3,17.47400000000016,True,True
2019-03-18 22:01:00+00:00,1303.722,1303.655,1303.61,False,False,1112699,0,8.451000000000022,True,True
2019-03-19 22:01:00+00:00,1306.481,1305.78,1305.752,False,False,1113883,1,8.526000000000067,True,False
2019-03-20 22:01:00+00:00,1312.333,1313.04,1313.137,True,False,1115089,2,18.22199999999998,False,True
2019-03-21 22:01:00+00:00,1309.271,1309.518,1309.395,True,False,1116359,3,17.10200000000009,True,True
2019-03-24 22:01:00+00:00,1313.248,1313.876,1313.795,True,False,1117627,6,8.037000000000035,True,False
2019-03-26 22:01:00+00:00,1315.506,1316.106,1316.04,True,False,1120229,1,10.521999999999935,False,True
2019-03-28 22:01:00+00:00,1290.39,1290.55,1290.52,True,False,1122851,3,23.624000000000024,True,True
2019-03-31 22:01:00+00:00,1292.579,1292.296,1292.03,False,False,1124154,6,12.998000000000047,True,False
2019-04-03 22:01:00+00:00,1289.87,1290.106,1290.348,True,False,1127886,2,6.040000000000191,False,True
2019-04-04 22:01:00+00:00,1291.834,1292.504,1292.636,True,False,1129117,3,13.401000000000067,False,True
2019-04-07 22:01:00+00:00,1291.708,1291.794,1291.964,True,False,1130349,6,9.163999999999987,False,True
2019-04-08 22:01:00+00:00,1297.547,1297.711,1297.832,True,False,1131607,0,12.233999999999924,False,True
2019-04-09 22:01:00+00:00,1304.028,1304.415,1304.236,True,False,1132849,1,9.567999999999984,False,True
2019-04-10 22:01:00+00:00,1307.964,1308.358,1308.122,True,False,1134099,2,9.56899999999996,False,True
2019-04-14 22:01:00+00:00,1290.183,1291.228,1291.662,True,False,1136625,6,5.708000000000084,False,False
2019-04-15 22:01:00+00:00,1288.028,1287.874,1288.008,False,False,1137891,0,9.348999999999933,True,True
2019-04-21 22:01:00+00:00,1275.687,1275.848,1275.892,True,False,1141655,6,6.451000000000022,True,True
2019-04-22 22:01:00+00:00,1275.02,1275.184,1275.44,True,False,1142827,0,5.97199999999998,True,False
2019-04-23 22:01:00+00:00,1272.19,1272.285,1272.414,True,False,1144024,1,10.1400000000001,True,False
2019-04-24 22:01:00+00:00,1275.61,1276.222,1275.99,True,False,1145284,2,9.703000000000202,True,False
2019-04-25 22:01:00+00:00,1277.17,1277.408,1277.424,True,False,1146555,3,9.131999999999834,False,True
2019-04-28 22:01:00+00:00,1286.154,1286.367,1286.296,True,False,1147819,6,14.284000000000106,True,True
2019-04-29 22:01:00+00:00,1279.953,1279.92,1279.86,False,False,1149001,0,8.560999999999922,True,False
2019-05-01 22:01:00+00:00,1276.843,1276.923,1276.978,True,False,1151397,2,14.22400000000016,False,True
2019-05-02 22:01:00+00:00,1270.653,1270.712,1270.794,True,False,1152616,3,11.692000000000007,True,False
2019-05-05 22:01:00+00:00,1279.004,1280.814,1281.799,True,False,1153815,6,14.067999999999984,False,True
2019-05-06 22:01:00+00:00,1280.504,1281.098,1281.582,True,False,1155117,0,8.729000000000042,False,False
2019-05-09 22:01:00+00:00,1283.972,1284.62,1284.604,True,False,1158915,3,8.486999999999853,True,False
2019-05-12 22:01:00+00:00,1285.97,1287.56,1286.968,True,False,1160225,6,6.192000000000007,False,True
2019-05-13 22:01:00+00:00,1299.705,1300.135,1300.469,True,False,1161501,0,19.284000000000106,False,False
2019-05-14 22:01:00+00:00,1296.98,1297.18,1297.279,True,False,1162763,1,9.456000000000131,True,False
2019-05-15 22:01:00+00:00,1296.394,1296.598,1296.46,True,False,1163968,2,7.817999999999984,True,True
2019-05-19 22:01:00+00:00,1277.532,1277.845,1278.008,True,False,1166471,6,14.044000000000096,False,True
2019-05-20 22:01:00+00:00,1277.53,1277.773,1277.708,True,False,1167712,0,5.326999999999998,True,True
2019-05-22 22:01:00+00:00,1273.43,1273.584,1273.807,True,False,1170056,2,4.7690000000000055,False,False
2019-05-26 22:01:00+00:00,1284.543,1284.865,1285.738,True,False,1172516,6,4.431999999999789,True,False
2019-05-27 22:01:00+00:00,1285.299,1285.458,1285.524,True,False,1173383,0,3.5579999999999927,True,True
2019-05-28 22:01:00+00:00,1279.295,1279.549,1279.603,True,False,1174641,1,10.456000000000131,False,True
2019-05-29 22:01:00+00:00,1280.201,1280.15,1279.806,False,False,1175886,2,6.348000000000184,True,False
2019-05-30 22:01:00+00:00,1288.068,1288.47,1288.376,True,False,1177138,3,14.150000000000091,False,True
2019-06-02 22:01:00+00:00,1305.276,1306.203,1307.42,True,False,1178433,6,18.79599999999982,False,False
2019-06-03 22:01:00+00:00,1324.762,1325.165,1325.094,True,False,1179764,0,21.982999999999947,True,True
2019-06-05 22:01:00+00:00,1330.264,1331.392,1332.012,True,False,1182396,2,19.509000000000015,False,True
2019-06-09 22:01:00+00:00,1340.44,1336.47,1335.442,False,False,1185027,6,17.835000000000036,False,False
2019-06-11 22:01:00+00:00,1326.846,1326.888,1327.108,True,False,1187570,1,9.913999999999987,True,False
2019-06-13 22:01:00+00:00,1341.982,1342.404,1342.278,True,False,1190158,3,10.722999999999956,False,True
2019-06-16 22:01:00+00:00,1342.016,1342.048,1342.266,True,False,1191502,6,20.230999999999995,True,False
2019-06-17 22:01:00+00:00,1339.632,1340.174,1340.304,True,False,1192821,0,10.454000000000178,True,False
2019-06-18 22:01:00+00:00,1346.749,1346.704,1346.581,False,False,1194125,1,15.888000000000147,True,True
2019-06-19 22:01:00+00:00,1360.24,1360.782,1360.353,True,False,1195455,2,21.173999999999978,True,False
2019-06-23 22:01:00+00:00,1399.427,1400.109,1402.031,True,False,1198199,6,29.37000000000012,False,True
2019-06-24 22:01:00+00:00,1419.664,1419.452,1418.813,False,False,1199578,0,21.562000000000126,True,False
2019-06-25 22:01:00+00:00,1423.512,1424.192,1423.702,True,False,1200955,1,27.211000000000013,True,False
2019-06-26 22:01:00+00:00,1408.99,1409.317,1409.68,True,False,1202334,2,22.488000000000056,True,False
2019-07-02 22:01:00+00:00,1418.188,1420.153,1419.642,True,False,1207793,1,37.75700000000006,False,True
2019-07-03 22:01:00+00:00,1418.673,1419.608,1420.25,True,False,1209154,2,25.64799999999991,True,False
2019-07-04 22:01:00+00:00,1415.324,1416.818,1416.082,True,False,1210266,3,11.451000000000022,False,True
2019-07-07 22:01:00+00:00,1400.56,1401.034,1401.033,True,False,1211630,6,37.597999999999956,True,False
2019-07-08 22:01:00+00:00,1395.284,1395.364,1395.376,True,False,1213002,0,15.766000000000076,True,True
2019-07-09 22:01:00+00:00,1397.545,1398.226,1397.92,True,False,1214352,1,14.220000000000027,True,False
2019-07-11 22:01:00+00:00,1403.593,1404.276,1404.014,True,False,1217073,3,26.139999999999873,False,True
2019-07-14 22:01:00+00:00,1415.462,1415.216,1415.114,False,False,1218438,6,13.72700000000009,True,False
2019-07-15 22:01:00+00:00,1413.981,1415.204,1414.858,True,False,1219792,0,11.95399999999995,False,True
2019-07-16 22:01:00+00:00,1405.858,1406.648,1407.098,True,False,1221146,1,17.5920000000001,True,False
2019-07-18 22:01:00+00:00,1446.04,1447.364,1447.013,True,False,1223857,3,33.259000000000015,True,True
2019-07-21 22:01:00+00:00,1425.58,1427.533,1426.85,True,False,1225232,6,32.64300000000003,True,False
2019-07-22 22:01:00+00:00,1424.785,1425.211,1425.632,True,False,1226590,0,7.691000000000031,True,False
2019-07-28 22:01:00+00:00,1418.638,1419.251,1419.356,True,False,1231962,6,11.356999999999971,False,True
2019-07-29 22:01:00+00:00,1427.056,1426.866,1426.594,False,False,1233292,0,13.155999999999949,False,True
2019-07-30 22:01:00+00:00,1430.874,1431.136,1430.886,True,False,1234598,1,10.891000000000076,True,True
2019-07-31 22:01:00+00:00,1412.76,1412.462,1411.682,False,False,1235928,2,23.917999999999893,True,False
2019-08-04 22:01:00+00:00,1440.959,1441.002,1442.567,True,False,1238663,6,18.614000000000033,True,False
2019-08-05 22:01:00+00:00,1463.88,1468.354,1469.296,True,False,1240043,0,33.026999999999816,False,False
2019-08-06 22:01:00+00:00,1474.081,1474.002,1473.904,False,False,1241419,1,18.37200000000007,True,True
2019-08-07 22:01:00+00:00,1501.308,1500.41,1499.574,False,False,1242794,2,38.08400000000006,False,True
2019-08-08 22:01:00+00:00,1501.318,1505.987,1508.939,True,False,1244173,3,19.51299999999992,True,False
2019-08-11 22:01:00+00:00,1496.717,1497.72,1496.86,True,False,1245545,6,14.282000000000153,True,True
2019-08-12 22:01:00+00:00,1511.189,1511.078,1510.629,False,False,1246915,0,32.53899999999999,True,True
2019-08-13 22:01:00+00:00,1501.334,1501.75,1501.935,True,False,1248285,1,55.10500000000002,True,False
2019-08-14 22:01:00+00:00,1516.948,1516.609,1516.74,False,False,1249661,2,29.826000000000022,True,True
2019-08-18 22:01:00+00:00,1513.791,1512.174,1510.13,False,False,1252413,6,24.256000000000085,False,False
2019-08-19 22:01:00+00:00,1495.947,1495.992,1497.114,True,False,1253783,0,19.62299999999982,True,False
2019-08-21 22:01:00+00:00,1502.564,1502.932,1502.822,True,False,1256487,2,11.481999999999971,True,True
2019-08-22 22:01:00+00:00,1497.945,1498.68,1498.846,True,False,1257840,3,12.07899999999995,True,False
2019-08-26 22:01:00+00:00,1527.44,1527.978,1527.765,True,False,1260577,0,29.97700000000009,True,False
2019-08-27 22:01:00+00:00,1542.62,1542.418,1541.598,False,False,1261939,1,18.8900000000001,True,False
2019-08-28 22:01:00+00:00,1539.698,1539.243,1539.052,False,False,1263305,2,14.954999999999927,True,True
2019-08-29 22:01:00+00:00,1527.469,1527.558,1527.879,True,False,1264680,3,30.74200000000019,True,True
2019-09-01 22:01:00+00:00,1520.15,1528.13,1531.562,True,False,1266046,6,16.026000000000067,False,False
2019-09-03 22:01:00+00:00,1547.542,1547.352,1546.56,False,False,1268546,1,28.105000000000018,False,True
2019-09-04 22:01:00+00:00,1552.385,1552.022,1552.306,False,False,1269925,2,23.114000000000033,True,True
2019-09-08 22:01:00+00:00,1506.815,1506.47,1505.624,False,False,1272679,6,25.15099999999984,True,True
2019-09-09 22:01:00+00:00,1498.984,1498.772,1498.557,False,False,1274054,0,17.688000000000102,True,True
2019-09-10 22:01:00+00:00,1485.415,1485.846,1485.616,True,False,1275424,1,16.220000000000027,True,True
2019-09-11 22:01:00+00:00,1496.809,1497.769,1497.972,True,False,1276788,2,12.984000000000151,True,False
2019-09-15 22:01:00+00:00,1488.86,1504.175,1503.066,True,False,1279527,6,23.113000000000056,False,False
2019-09-16 22:01:00+00:00,1498.563,1498.624,1498.864,True,False,1280902,0,16.096000000000004,True,True
2019-09-18 22:01:00+00:00,1494.022,1493.872,1493.632,False,False,1283633,2,28.287000000000035,False,True
2019-09-19 22:01:00+00:00,1498.727,1499.372,1499.036,True,False,1285009,3,15.384999999999991,True,True
2019-09-22 22:01:00+00:00,1516.975,1514.501,1511.611,False,False,1286367,6,18.91800000000012,False,False
2019-09-23 22:01:00+00:00,1522.215,1522.424,1522.228,True,False,1287737,0,15.715999999999894,True,True
2019-09-25 22:01:00+00:00,1503.617,1504.42,1504.42,True,False,1290465,2,34.51300000000015,True,True
2019-09-29 22:01:00+00:00,1497.332,1495.382,1495.132,False,False,1293206,6,20.378999999999905,True,False
2019-10-01 22:01:00+00:00,1478.934,1479.226,1479.737,True,False,1295951,1,28.06100000000015,True,True
2019-10-02 22:01:00+00:00,1499.878,1499.449,1499.43,False,False,1297324,2,30.562999999999874,True,False
2019-10-03 22:01:00+00:00,1504.856,1505.185,1505.546,True,False,1298691,3,23.756000000000085,False,True
2019-10-06 22:01:00+00:00,1504.824,1511.924,1508.851,True,False,1300061,6,20.0,False,False
2019-10-07 22:01:00+00:00,1493.21,1493.601,1493.87,True,False,1301432,0,24.310999999999922,True,False
2019-10-08 22:01:00+00:00,1505.41,1505.913,1506.034,True,False,1302793,1,22.61999999999989,False,True
2019-10-09 22:01:00+00:00,1505.624,1505.944,1506.184,True,False,1304152,2,12.518000000000029,False,True
2019-10-10 22:01:00+00:00,1493.553,1494.122,1494.637,True,False,1305519,3,25.785000000000082,True,False
2019-10-14 22:01:00+00:00,1493.3,1493.066,1492.566,False,False,1308250,0,14.215000000000146,False,False
2019-10-15 22:01:00+00:00,1481.14,1481.446,1481.459,True,False,1309607,1,21.15599999999995,True,False
2019-10-16 22:01:00+00:00,1489.938,1490.082,1490.246,True,False,1310970,2,14.402000000000044,True,True
2019-10-17 22:01:00+00:00,1491.971,1492.121,1492.138,True,False,1312317,3,13.767000000000053,False,True
2019-10-21 22:01:00+00:00,1484.494,1485.248,1485.136,True,False,1314896,0,13.634000000000015,True,False
2019-10-22 22:01:00+00:00,1487.76,1488.47,1488.383,True,False,1316227,1,8.122000000000071,False,False
2019-10-24 22:01:00+00:00,1503.54,1503.745,1503.624,True,False,1318914,3,15.887000000000171,True,True
2019-10-27 22:01:00+00:00,1504.52,1504.518,1503.887,False,False,1320255,6,17.236000000000104,False,True
2019-10-29 22:01:00+00:00,1487.765,1488.149,1487.993,True,False,1322932,1,11.238000000000056,True,True
2019-10-30 22:01:00+00:00,1495.636,1496.028,1495.666,True,False,1324270,2,15.470000000000027,True,True
2019-10-31 22:01:00+00:00,1512.578,1512.661,1512.91,True,False,1325633,3,20.305000000000064,True,False
2019-11-03 23:01:00+00:00,1514.333,1513.843,1512.665,False,False,1326968,6,12.761999999999944,False,False
2019-11-04 23:01:00+00:00,1509.576,1509.485,1509.554,False,False,1328298,0,10.329999999999927,True,True
2019-11-05 23:01:00+00:00,1483.448,1482.9,1482.684,False,False,1329599,1,30.235000000000127,True,False
2019-11-06 23:01:00+00:00,1490.39,1489.994,1490.078,False,False,1330951,2,11.786000000000058,True,False
2019-11-07 23:01:00+00:00,1468.578,1468.07,1468.102,False,False,1332295,3,31.54099999999994,True,True
2019-11-11 23:01:00+00:00,1455.951,1455.582,1455.184,False,False,1334992,0,18.161000000000058,True,False
2019-11-12 23:01:00+00:00,1456.27,1456.321,1456.296,True,False,1336348,1,14.753999999999905,True,True
2019-11-13 23:01:00+00:00,1463.308,1463.515,1463.648,True,False,1337706,2,11.213000000000193,False,True
2019-11-17 23:01:00+00:00,1468.158,1467.89,1467.764,False,False,1340398,6,8.825000000000045,True,False
2019-11-18 23:01:00+00:00,1471.214,1471.378,1471.291,True,False,1341735,0,17.490999999999985,True,True
2019-11-19 23:01:00+00:00,1472.422,1472.59,1472.891,True,False,1343079,1,10.522000000000162,False,True
2019-11-26 23:01:00+00:00,1461.302,1461.68,1461.917,True,False,1349774,1,12.711999999999989,True,False
2019-11-27 23:01:00+00:00,1454.47,1454.705,1454.71,True,False,1351085,2,9.258000000000038,True,True
2019-11-28 23:01:00+00:00,1456.07,1455.367,1455.777,False,False,1352135,3,4.007000000000062,True,True
2019-12-01 23:01:00+00:00,1463.974,1463.739,1463.28,False,False,1353264,6,13.29099999999994,False,True
2019-12-02 23:01:00+00:00,1462.72,1462.324,1462.342,False,False,1354566,0,11.308999999999969,True,True
2019-12-05 23:01:00+00:00,1475.911,1475.912,1476.048,True,False,1358607,3,7.347999999999956,True,True
2019-12-09 23:01:00+00:00,1461.51,1461.672,1461.624,True,False,1361203,0,6.291999999999916,True,True
2019-12-10 23:01:00+00:00,1464.366,1464.156,1464.326,False,False,1362513,1,9.041999999999916,True,True
2019-12-11 23:01:00+00:00,1474.616,1474.85,1474.7,True,False,1363817,2,16.12200000000007,True,True
2019-12-12 23:01:00+00:00,1469.874,1467.196,1467.712,False,False,1365123,3,22.64800000000014,False,True
2019-12-15 23:01:00+00:00,1476.32,1475.4,1475.916,False,False,1366468,6,16.16599999999994,False,True
2019-12-16 23:01:00+00:00,1476.195,1476.094,1476.132,False,False,1367766,0,6.643000000000029,True,True
2019-12-17 23:01:00+00:00,1476.165,1476.412,1476.234,True,False,1369059,1,6.213999999999942,True,False
2019-12-18 23:01:00+00:00,1475.47,1475.083,1475.134,False,False,1370307,2,8.782000000000153,True,False
2019-12-19 23:01:00+00:00,1478.907,1479.046,1479.01,True,False,1371559,3,8.414999999999964,True,True
2019-12-25 23:01:00+00:00,1499.4,1499.37,1499.258,False,False,1375201,2,16.05300000000011,True,True
2019-12-29 23:01:00+00:00,1511.131,1511.654,1511.636,True,False,1377883,6,7.913999999999987,True,True
2019-12-30 23:01:00+00:00,1515.07,1514.893,1514.886,False,False,1379167,0,5.279999999999973,True,False
2020-01-01 23:01:00+00:00,1517.111,1519.384,1520.092,True,False,1380470,2,10.557000000000016,False,False
2020-01-06 23:01:00+00:00,1565.915,1565.498,1565.38,False,False,1384549,0,29.067000000000007,False,True
2020-01-07 23:01:00+00:00,1574.282,1575.174,1574.404,True,False,1385923,1,22.008000000000038,False,True
2020-01-09 23:01:00+00:00,1552.404,1552.45,1552.834,True,False,1388675,3,21.158999999999878,True,True
2020-01-13 23:01:00+00:00,1548.016,1548.262,1548.628,True,False,1391118,0,15.622000000000071,True,False
2020-01-15 23:01:00+00:00,1556.248,1556.226,1555.784,False,False,1393837,2,12.163999999999987,True,True
2020-01-19 23:01:00+00:00,1557.304,1557.79,1558.492,True,False,1396519,6,11.827999999999975,True,False
2020-01-21 23:01:00+00:00,1558.168,1558.794,1559.098,True,False,1398946,1,22.248000000000047,True,False
2020-01-27 23:01:00+00:00,1581.937,1581.927,1581.626,False,False,1404385,0,12.68600000000015,False,True
2020-01-28 23:01:00+00:00,1567.326,1567.001,1566.654,False,False,1405752,1,17.4849999999999,True,False
2020-01-30 23:01:00+00:00,1574.298,1574.566,1574.564,True,False,1408500,3,13.639000000000124,True,True
2020-02-03 23:01:00+00:00,1576.77,1578.066,1578.808,True,False,1411248,0,22.50499999999988,False,False
2020-02-04 23:01:00+00:00,1552.913,1553.022,1553.226,True,False,1412625,1,30.494000000000142,True,True
2020-02-05 23:01:00+00:00,1556.179,1555.823,1555.934,False,False,1413998,2,14.865000000000009,True,True
2020-02-06 23:01:00+00:00,1566.68,1566.658,1566.24,False,False,1415362,3,15.783999999999878,False,True
2020-02-09 23:01:00+00:00,1570.384,1572.285,1572.364,True,False,1416717,6,13.631000000000085,True,True
2020-02-12 23:01:00+00:00,1565.865,1566.324,1566.28,True,False,1420785,2,8.532999999999902,True,True
2020-02-16 23:01:00+00:00,1583.846,1582.262,1581.078,False,False,1423514,6,11.951999999999998,False,False
2020-02-20 23:01:00+00:00,1619.61,1620.346,1620.227,True,False,1428663,3,19.789999999999964,False,True
2020-02-23 23:01:00+00:00,1643.396,1643.398,1657.82,True,False,1430040,6,30.298000000000002,False,True
2020-02-25 23:01:00+00:00,1634.899,1634.941,1637.241,True,False,1432800,1,38.557000000000016,False,True
2020-02-26 23:01:00+00:00,1640.936,1639.81,1640.888,False,False,1434180,2,29.95600000000013,True,True
2020-03-01 23:01:00+00:00,1586.542,1592.988,1589.539,True,False,1436940,6,86.57099999999991,True,False
2020-03-02 23:01:00+00:00,1589.558,1588.08,1587.738,False,False,1438320,0,35.45100000000002,True,False
2020-03-03 23:01:00+00:00,1640.882,1640.225,1638.452,False,False,1439700,1,62.570000000000164,True,False
2020-03-04 23:01:00+00:00,1636.98,1638.929,1637.729,True,False,1441076,2,21.047000000000025,True,True
2020-03-09 22:01:00+00:00,1680.094,1679.63,1679.57,False,False,1445216,0,45.63300000000004,True,True
2020-03-10 22:01:00+00:00,1649.396,1649.572,1649.904,True,False,1446596,1,38.80399999999986,False,True
2020-03-12 22:01:00+00:00,1577.267,1576.523,1576.191,False,False,1449356,3,89.72900000000004,True,True
2020-03-15 22:01:00+00:00,1529.486,1565.748,1558.637,True,False,1450736,6,93.23900000000003,False,False
2020-03-16 22:01:00+00:00,1515.107,1510.744,1502.927,False,False,1452116,0,124.02199999999993,False,False
2020-03-19 22:01:00+00:00,1472.795,1470.276,1471.326,False,False,1456255,3,36.781999999999925,True,True
2020-03-22 22:01:00+00:00,1499.094,1501.337,1508.196,True,False,1457635,6,60.833000000000084,True,False
2020-03-23 22:01:00+00:00,1553.114,1553.232,1553.619,True,False,1459014,0,78.40499999999997,False,True
2020-03-24 22:12:00+00:00,1627.73,1629.657,1630.189,True,False,1460376,1,81.50700000000006,False,True
2020-03-25 22:01:00+00:00,1617.351,1615.513,1615.595,False,False,1461712,2,43.85200000000009,True,True
2020-03-26 22:02:00+00:00,1630.183,1634.049,1633.619,True,False,1463076,3,46.638999999999896,True,False
2020-03-29 23:07:00+00:00,1627.724,1628.134,1627.896,True,False,1464440,6,19.151000000000067,True,True
2020-03-30 22:02:00+00:00,1622.83,1623.778,1623.41,True,False,1465752,0,20.398999999999887,True,False
2020-04-01 22:02:00+00:00,1591.395,1589.704,1588.849,False,False,1468462,2,27.911000000000058,True,False
2020-04-02 22:22:00+00:00,1612.866,1614.284,1613.864,True,False,1469818,3,36.746000000000095,True,False
2020-04-06 22:06:00+00:00,1661.809,1665.277,1666.013,True,False,1472532,0,59.90300000000002,True,False
2020-04-07 22:06:00+00:00,1648.838,1649.352,1648.894,True,False,1473903,1,32.70499999999993,True,True
2020-04-12 22:01:00+00:00,1683.505,1688.234,1684.897,True,False,1476580,6,46.41399999999999,True,True
2020-04-13 22:10:00+00:00,1713.419,1714.847,1713.952,True,False,1477947,0,48.82199999999989,True,True
2020-04-14 22:01:00+00:00,1727.175,1729.378,1729.154,True,False,1479316,1,38.27299999999991,True,True
2020-04-15 22:01:00+00:00,1715.948,1716.461,1716.102,True,False,1480689,2,23.189999999999827,True,True
2020-04-16 22:01:00+00:00,1718.352,1716.518,1714.7,False,False,1482056,3,30.753999999999905,False,True
2020-04-19 22:01:00+00:00,1683.5,1682.92,1682.158,False,False,1483433,6,39.0619999999999,True,True
2020-04-20 22:01:00+00:00,1696.239,1695.698,1695.026,False,False,1484809,0,31.201000000000022,True,True
2020-04-21 22:02:00+00:00,1687.048,1687.766,1687.95,True,False,1486183,1,36.53800000000001,True,True
2020-04-22 22:01:00+00:00,1714.292,1713.46,1713.247,False,False,1487553,2,38.125999999999976,True,True
2020-04-23 22:01:00+00:00,1731.391,1731.275,1730.76,False,False,1488924,3,31.460000000000036,False,True
2020-04-26 22:01:00+00:00,1729.406,1726.832,1726.118,False,False,1490283,6,25.70900000000006,False,True
2020-04-27 22:01:00+00:00,1713.938,1712.972,1712.112,False,False,1491654,0,20.964999999999918,True,False
2020-04-28 22:01:00+00:00,1708.96,1707.896,1708.432,False,False,1493033,1,24.673000000000002,False,True
2020-04-30 22:01:00+00:00,1686.618,1686.184,1685.651,False,False,1495722,3,40.77399999999989,True,False
2020-05-03 22:01:00+00:00,1701.289,1699.063,1699.241,False,False,1497095,6,35.625,False,True
2020-05-04 22:01:00+00:00,1701.425,1702.138,1702.297,True,False,1498466,0,21.618000000000166,True,False
2020-05-05 22:01:00+00:00,1705.682,1706.374,1706.084,True,False,1499796,1,22.088999999999942,True,True
2020-05-11 22:01:00+00:00,1697.732,1697.182,1697.466,False,False,1505273,0,20.216000000000122,True,True
2020-05-14 22:01:00+00:00,1730.786,1731.339,1730.814,True,False,1509381,3,24.889999999999873,True,True
2020-05-17 22:01:00+00:00,1742.752,1745.266,1746.497,True,False,1510761,6,22.874000000000024,False,True
2020-05-19 22:01:00+00:00,1744.77,1745.302,1745.135,True,False,1513517,1,21.210000000000036,True,True
2020-05-21 22:01:00+00:00,1727.168,1726.79,1725.922,False,False,1516252,3,31.493999999999915,True,False
2020-05-24 22:01:00+00:00,1734.518,1735.629,1734.607,True,False,1517623,6,15.719000000000051,True,True
2020-05-25 22:01:00+00:00,1729.186,1727.889,1728.868,False,False,1518740,0,14.418999999999869,False,True
2020-05-27 22:01:00+00:00,1709.417,1711.466,1711.132,True,False,1521480,2,22.14099999999985,True,False
2020-05-28 22:01:00+00:00,1718.807,1719.442,1719.296,True,False,1522852,3,21.77800000000002,False,True
2020-05-31 22:02:00+00:00,1729.615,1736.053,1738.64,True,False,1524220,6,25.329999999999927,False,False
2020-06-01 22:01:00+00:00,1739.923,1738.178,1738.837,False,False,1525592,0,17.233000000000175,True,True
2020-06-02 22:01:00+00:00,1727.951,1727.605,1727.483,False,False,1526945,1,23.610000000000127,True,True
2020-06-03 22:01:00+00:00,1698.056,1700.132,1700.146,True,False,1528313,2,42.712999999999965,True,False
2020-06-04 22:01:00+00:00,1714.272,1715.432,1715.425,True,False,1529687,3,24.14099999999985,False,True
2020-06-07 22:01:00+00:00,1685.27,1684.431,1683.518,False,False,1531055,6,46.4369999999999,False,True
2020-06-10 22:01:00+00:00,1738.67,1738.404,1738.047,False,False,1535184,2,31.5920000000001,True,True
2020-06-11 22:01:00+00:00,1727.216,1728.238,1728.112,True,False,1536562,3,23.607999999999947,False,True
2020-06-15 22:01:00+00:00,1725.154,1725.275,1725.304,True,False,1539312,0,29.710000000000036,False,True
2020-06-16 22:01:00+00:00,1727.09,1726.222,1726.214,False,False,1540683,1,16.05600000000004,False,True
2020-06-17 22:01:00+00:00,1726.768,1726.24,1726.548,False,False,1542050,2,17.440000000000055,True,True
2020-06-18 22:01:00+00:00,1722.69,1722.756,1723.114,True,False,1543423,3,20.131000000000085,True,True
2020-06-22 22:01:00+00:00,1754.766,1754.504,1754.553,False,False,1546155,0,20.455999999999904,True,True
2020-06-23 22:01:00+00:00,1767.719,1768.836,1769.908,True,False,1547529,1,23.361000000000104,True,False
2020-06-25 22:01:00+00:00,1763.692,1764.944,1764.136,True,False,1550283,3,14.75,False,True
2020-06-29 22:01:00+00:00,1772.65,1772.707,1772.654,True,False,1553013,0,9.715999999999894,True,True
2020-06-30 22:01:00+00:00,1780.872,1782.711,1781.69,True,False,1554362,1,21.376999999999953,False,True
2020-07-01 22:01:00+00:00,1770.482,1769.662,1769.467,False,False,1555736,2,29.963000000000193,True,False
2020-07-02 22:01:00+00:00,1775.74,1775.82,1776.388,True,False,1557098,3,22.02500000000009,True,True
2020-07-05 22:01:00+00:00,1775.086,1774.14,1773.718,False,False,1558206,6,4.41599999999994,True,False
